기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,평균소득,중위소득,평균처분가능소득,중위처분가능소득,소득분위배율,소득점유율,소득경계값,소득산출인구수,소득미산출인구수,소득미산출 인구포함 평균소득
2019-12-31,2817700000,인천광역시,미추홀구,2,60,1,5,2805,2800,2166,2451,162.6,7.5,2900,231,231,2805
2019-12-31,2817700000,인천광역시,미추홀구,2,60,1,6,3052,3000,2424,2779,176.9,19.7,3200,556,556,3052
2019-12-31,2817700000,인천광역시,미추홀구,2,60,1,7,3354,3300,2466,3070,194.5,22.6,3600,580,580,3354
2019-12-31,2817700000,인천광역시,미추홀구,2,60,1,8,3871,3800,2590,3456,224.4,18.6,4400,415,415,3871
2019-12-31,2817700000,인천광역시,미추홀구,2,60,1,9,4931,4800,3490,4388,285.9,10.1,5700,176,176,4931
2019-12-31,2817700000,인천광역시,미추홀구,2,60,1,10,8625,6700,6610,5700,500,13.8,99900,138,138,8625
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,0,4184,4150,3566,3360,,100,8500,94,94,4184
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,2,,,,,,,,2,2,
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,3,,,,,,,,6,6,
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,4,,,,,,,,3,3,
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,5,,,,,,,,4,4,
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,6,,,,,,,,6,6,
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,7,3329,3300,2902,3200,,12,3500,14,14,3329
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,8,4030,4050,3445,3688,,20.7,4300,20,20,4030
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,9,4892,4800,3799,4363,,32.7,5700,26,26,4892
2019-12-31,2817700000,인천광역시,미추홀구,2,60,2,10,6492,6200,6010,5805,,21.7,8500,13,13,6492
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,0,3040,2800,2463,2398,181.2,100,31600,2540,2540,3040
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,1,1678,1700,1305,1467,100,2.6,1900,121,121,1678
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,2,2008,2000,1517,1749,119.7,6.8,2100,261,261,2008
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,3,2259,2200,1803,2100,134.7,11.5,2400,393,393,2259
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,4,2535,2500,2002,2339,151.1,10.7,2700,327,327,2535
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,5,2777,2800,2256,2595,165.5,9.8,2900,273,273,2777
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,6,3040,3000,2497,2871,181.2,13.9,3200,354,354,3040
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,7,3348,3300,2595,3128,199.6,13,3600,300,300,3348
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,8,3933,3900,3301,3682,234.4,13.3,4400,261,261,3933
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,9,4944,4900,4142,4500,294.7,11.8,5700,184,184,4944
2019-12-31,2817700000,인천광역시,미추홀구,2,60,3,10,7611,5900,6612,5700,453.6,6.5,31600,66,66,7611
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,0,2577,2400,2292,2300,149.8,100,99900,18493,18762,2540
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,1,1720,1800,1498,1491,100,3.5,1900,967,1236,1346
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,2,2011,2000,1774,2000,116.9,13,2100,3080,3080,2011
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,3,2271,2300,2055,2200,132,25.9,2400,5427,5427,2271
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,4,2526,2500,2275,2500,146.9,19.7,2700,3724,3724,2526
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,5,2761,2700,2426,2700,160.5,12.7,2900,2193,2193,2761
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,6,3007,3000,2629,2971,174.8,7.8,3200,1237,1237,3007
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,7,3361,3300,2763,3230,195.4,4.2,3600,590,590,3361
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,8,3908,3900,3182,3768,227.3,3.4,4400,416,416,3908
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,9,4938,4800,4560,4600,287.1,6.7,5700,642,642,4938
2019-12-31,2817700000,인천광역시,미추홀구,2,60,4,10,6987,5700,6439,5700,406.3,3.2,99900,217,217,6987
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,0,2277,2000,2053,2000,132.5,100,27900,10448,10746,2214
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,1,1719,1800,1546,1573,100,10.4,1900,1440,1738,1424
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,2,2004,2000,1826,2000,116.6,39.9,2100,4741,4741,2004
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,3,2247,2300,2043,2200,130.7,15.3,2400,1624,1624,2247
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,4,2532,2500,2380,2500,147.3,14.1,2700,1325,1325,2532
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,5,2754,2700,2407,2700,160.2,4.9,2900,422,422,2754
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,6,3038,3000,2472,3000,176.8,3.8,3200,298,298,3038
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,7,3372,3400,2682,3300,196.2,2.2,3600,158,158,3372
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,8,3916,3900,3220,3700,227.8,2.5,4400,151,151,3916
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,9,4963,4900,4507,4700,288.8,4,5700,193,193,4963
2019-12-31,2817700000,인천광역시,미추홀구,2,70,0,10,6953,5700,5881,5700,404.6,2.8,27900,96,96,6953
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,0,3280,3000,2339,2561,,100,27900,480,480,3280
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,1,,,,,,,,2,2,
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,2,2002,2000,1116,1840,,13.4,2100,105,105,2002
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,3,2282,2300,1022,1700,,2.5,2400,17,17,2282
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,4,2560,2600,1639,2297,,4.1,2700,25,25,2560
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,5,2762,2800,2111,2350,,8.8,2800,50,50,2762
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,6,3039,3000,2388,3000,,20.1,3200,104,104,3039
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,7,3385,3400,2678,3200,,14,3600,65,65,3385
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,8,3856,3800,3142,3618,,12.8,4300,52,52,3856
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,9,4970,5000,3282,4500,,9.5,5700,30,30,4970
2019-12-31,2817700000,인천광역시,미추홀구,2,70,1,10,7817,6450,5194,5700,,14.9,27900,30,30,7817
2019-12-31,2817700000,인천광역시,미추홀구,2,70,2,0,,,,,,,,8,8,
2019-12-31,2817700000,인천광역시,미추홀구,2,70,2,2,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,70,2,6,,,,,,,,2,2,
2019-12-31,2817700000,인천광역시,미추홀구,2,70,2,8,,,,,,,,5,5,
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,0,2523,2200,2063,1984,152.3,100,12700,360,360,2523
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,1,1656,1700,1398,1500,100,16.2,1900,89,89,1656
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,2,1990,2000,1365,1900,120.1,17.1,2100,78,78,1990
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,3,2245,2200,1917,2187,135.6,8.2,2400,33,33,2245
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,4,2539,2500,2038,2400,153.3,14.3,2700,51,51,2539
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,5,2792,2800,2336,2687,168.6,8,2900,26,26,2792
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,6,2993,3000,2544,2851,180.7,9.9,3200,30,30,2993
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,7,3372,3300,2493,3200,203.6,6.7,3600,18,18,3372
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,8,3858,3800,3254,3600,233,5.1,4300,12,12,3858
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,9,4976,4900,4699,4900,300.5,9.3,5700,17,17,4976
2019-12-31,2817700000,인천광역시,미추홀구,2,70,3,10,,,,,,,,6,6,
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,0,2217,2000,2037,2000,128.7,100,24900,9600,9898,2150
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,1,1723,1800,1557,1584,100,10.9,1900,1349,1647,1411
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,2,2004,2000,1850,2000,116.3,42.9,2100,4557,4557,2004
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,3,2247,2300,2056,2200,130.4,16.6,2400,1574,1574,2247
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,4,2531,2500,2409,2500,146.9,14.9,2700,1249,1249,2531
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,5,2750,2700,2455,2700,159.6,4.5,2900,346,346,2750
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,6,3045,3100,2510,3000,176.7,2.3,3200,162,162,3045
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,7,3360,3300,2730,3300,195,1.2,3600,75,75,3360
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,8,3960,4000,3234,3800,229.8,1.5,4400,82,82,3960
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,9,4960,4900,4737,4709,287.9,3.4,5700,146,146,4960
2019-12-31,2817700000,인천광역시,미추홀구,2,70,4,10,6415,5700,6082,5700,372.3,1.8,24900,60,60,6415
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,0,1592,1500,1438,1500,105.9,100,5700,2871,3112,1469
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,1,1504,1500,1361,1500,100,88.6,1800,2693,2934,1380
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,2,1994,2000,1472,2000,132.6,3.1,2100,70,70,1994
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,3,2230,2200,2130,2200,148.3,1,2400,20,20,2230
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,4,2500,2500,2032,2500,166.3,0.7,2600,12,12,2500
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,5,2760,2700,2760,2700,183.6,0.9,2900,15,15,2760
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,6,3025,3000,2723,3000,201.2,0.8,3100,12,12,3025
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,7,,,,,,,,5,5,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,8,3933,4000,3342,3800,261.6,1.3,4200,15,15,3933
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,9,5238,5300,5106,5299,348.4,2.4,5700,21,21,5238
2019-12-31,2817700000,인천광역시,미추홀구,2,80,0,10,,,,,,,,8,8,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,0,1792,1500,1187,1500,118.5,100,5600,48,48,1792
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,1,1512,1500,1035,1500,100,100,1800,42,42,1512
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,2,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,5,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,6,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,8,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,1,9,,,,,,,,2,2,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,3,0,1692,1500,1517,1494,112.8,100,2400,12,12,1692
2019-12-31,2817700000,인천광역시,미추홀구,2,80,3,1,,,,,,,,9,9,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,3,2,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,3,3,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,3,4,,,,,,,,1,1,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,0,1589,1500,1442,1500,105.7,100,5700,2811,3052,1463
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,1,1503,1500,1366,1500,100,88.9,1800,2642,2883,1378
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,2,1993,2000,1510,2000,132.5,3,2100,68,68,1993
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,3,2226,2200,2121,2200,148.1,0.9,2400,19,19,2226
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,4,2509,2500,1999,2500,166.9,0.6,2600,11,11,2509
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,5,2757,2700,2757,2700,183.4,0.9,2900,14,14,2757
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,6,3036,3000,2707,3000,202,0.7,3100,11,11,3036
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,7,,,,,,,,5,5,
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,8,3929,3950,3598,3850,261.3,1.2,4200,14,14,3929
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,9,5221,5300,5127,5299,347.3,2.2,5700,19,19,5221
2019-12-31,2817700000,인천광역시,미추홀구,2,80,4,10,,,,,,,,8,8,
2019-12-31,2817700000,인천광역시,미추홀구,2,90,0,0,1520,1500,1520,0,100,100,1700,10,321,47
2019-12-31,2817700000,인천광역시,미추홀구,2,90,0,1,1520,1500,1520,0,100,100,1700,10,321,47
2019-12-31,2817700000,인천광역시,미추홀구,2,90,4,0,1520,1500,1520,0,100,100,1700,10,321,47
2019-12-31,2817700000,인천광역시,미추홀구,2,90,4,1,1520,1500,1520,0,100,100,1700,10,321,47
2019-12-31,2818500000,인천광역시,연수구,0,0,0,0,4036,3300,3204,2800,253.4,100,99900,272554,281348,3910
2019-12-31,2818500000,인천광역시,연수구,0,0,0,1,1593,1500,1388,0,100,0.7,1900,4713,13507,556
2019-12-31,2818500000,인천광역시,연수구,0,0,0,2,2058,2100,1830,2100,129.2,3.3,2100,17621,17621,2058
2019-12-31,2818500000,인천광역시,연수구,0,0,0,3,2254,2300,2041,2200,141.5,6.3,2400,30980,30980,2254
2019-12-31,2818500000,인천광역시,연수구,0,0,0,4,2538,2500,2172,2500,159.3,4.4,2700,19228,19228,2538
2019-12-31,2818500000,인천광역시,연수구,0,0,0,5,2777,2800,2336,2700,174.4,5.9,2900,23493,23493,2777
2019-12-31,2818500000,인천광역시,연수구,0,0,0,6,3030,3000,2627,3000,190.2,8.6,3200,31234,31234,3030
2019-12-31,2818500000,인천광역시,연수구,0,0,0,7,3377,3400,2752,3200,212,9.6,3600,31410,31410,3377
2019-12-31,2818500000,인천광역시,연수구,0,0,0,8,3940,3900,2969,3600,247.4,12.5,4400,34995,34995,3940
2019-12-31,2818500000,인천광역시,연수구,0,0,0,9,5023,5000,3952,4500,315.4,17.1,5700,37344,37344,5023
2019-12-31,2818500000,인천광역시,연수구,0,0,0,10,8333,6900,6132,5700,523.2,31.5,99900,41536,41536,8333
2019-12-31,2818500000,인천광역시,연수구,0,0,1,0,5535,4300,3484,3334,356.5,100,99900,28859,28859,5535
2019-12-31,2818500000,인천광역시,연수구,0,0,1,1,1553,1500,319,1483,100,0.1,1800,112,112,1553
2019-12-31,2818500000,인천광역시,연수구,0,0,1,2,2020,2000,501,1323,130.1,0.5,2100,387,387,2020
2019-12-31,2818500000,인천광역시,연수구,0,0,1,3,2277,2300,478,1359,146.7,0.8,2400,586,586,2277
2019-12-31,2818500000,인천광역시,연수구,0,0,1,4,2537,2500,530,1474,163.4,1,2700,632,632,2537
2019-12-31,2818500000,인천광역시,연수구,0,0,1,5,2784,2800,1534,2137,179.3,1.5,2900,837,837,2784
2019-12-31,2818500000,인천광역시,연수구,0,0,1,6,3036,3000,1848,2556,195.5,3,3200,1586,1586,3036
2019-12-31,2818500000,인천광역시,연수구,0,0,1,7,3414,3400,2222,2825,219.9,6.8,3600,3173,3173,3414
2019-12-31,2818500000,인천광역시,연수구,0,0,1,8,3923,3900,2393,3204,252.6,19.6,4400,7966,7966,3923
2019-12-31,2818500000,인천광역시,연수구,0,0,1,9,4991,5000,3286,4153,321.5,18.5,5700,5914,5914,4991
2019-12-31,2818500000,인천광역시,연수구,0,0,1,10,10057,7600,6517,5900,647.7,48.3,99900,7666,7666,10057
2019-12-31,2818500000,인천광역시,연수구,0,0,2,0,6399,5800,4833,4700,406.6,100,99900,9447,9447,6399
2019-12-31,2818500000,인천광역시,연수구,0,0,2,1,1574,1700,1204,1500,100,0.1,1900,57,57,1574
2019-12-31,2818500000,인천광역시,연수구,0,0,2,2,2014,2000,1257,1824,128,0.2,2100,71,71,2014
2019-12-31,2818500000,인천광역시,연수구,0,0,2,3,2284,2300,1616,1939,145.1,0.5,2400,138,138,2284
2019-12-31,2818500000,인천광역시,연수구,0,0,2,4,2551,2600,1895,2300,162.1,0.6,2700,138,138,2551
2019-12-31,2818500000,인천광역시,연수구,0,0,2,5,2782,2800,2151,2628,176.8,0.8,2900,176,176,2782
2019-12-31,2818500000,인천광역시,연수구,0,0,2,6,3052,3000,2288,2768,194,1.5,3200,294,294,3052
2019-12-31,2818500000,인천광역시,연수구,0,0,2,7,3400,3400,2788,3181,216.1,2.5,3600,438,438,3400
2019-12-31,2818500000,인천광역시,연수구,0,0,2,8,4009,4000,3192,3664,254.7,6.5,4400,983,983,4009
2019-12-31,2818500000,인천광역시,연수구,0,0,2,9,5072,5100,3984,4500,322.3,17,5700,2024,2024,5072
2019-12-31,2818500000,인천광역시,연수구,0,0,2,10,8282,7400,6151,6100,526.3,70.3,99900,5128,5128,8282
2019-12-31,2818500000,인천광역시,연수구,0,0,3,0,4882,4300,3632,3345,295.6,100,99900,72207,72207,4882
2019-12-31,2818500000,인천광역시,연수구,0,0,3,1,1652,1700,1378,1558,100,0.5,1900,977,977,1652
2019-12-31,2818500000,인천광역시,연수구,0,0,3,2,2014,2000,1448,1831,121.9,1.1,2100,1914,1914,2014
2019-12-31,2818500000,인천광역시,연수구,0,0,3,3,2275,2300,1612,2007,137.7,2.2,2400,3362,3362,2275
2019-12-31,2818500000,인천광역시,연수구,0,0,3,4,2533,2500,1848,2261,153.3,2.4,2700,3296,3296,2533
2019-12-31,2818500000,인천광역시,연수구,0,0,3,5,2777,2800,2113,2506,168.1,2.6,2900,3241,3241,2777
2019-12-31,2818500000,인천광역시,연수구,0,0,3,6,3062,3100,2220,2716,185.4,4.6,3200,5253,5253,3062
2019-12-31,2818500000,인천광역시,연수구,0,0,3,7,3359,3300,2428,2968,203.4,7.7,3600,8118,8118,3359
2019-12-31,2818500000,인천광역시,연수구,0,0,3,8,3979,4000,3076,3600,240.9,12.8,4400,11325,11325,3979
2019-12-31,2818500000,인천광역시,연수구,0,0,3,9,5024,5000,3919,4497,304.2,21.9,5700,15364,15364,5024
2019-12-31,2818500000,인천광역시,연수구,0,0,3,10,8082,7000,5856,5700,489.3,44.4,99900,19357,19357,8082
2019-12-31,2818500000,인천광역시,연수구,0,0,4,0,3254,2900,2869,2600,206.2,100,99900,162041,170835,3086
2019-12-31,2818500000,인천광역시,연수구,0,0,4,1,1578,1500,1426,0,100,1.1,1900,3567,12361,455
2019-12-31,2818500000,인천광역시,연수구,0,0,4,2,2064,2100,1914,2100,130.8,6,2100,15249,15249,2064
2019-12-31,2818500000,인천광역시,연수구,0,0,4,3,2250,2200,2131,2200,142.6,11.5,2400,26894,26894,2250
2019-12-31,2818500000,인천광역시,연수구,0,0,4,4,2539,2600,2314,2500,160.9,7.3,2700,15162,15162,2539
2019-12-31,2818500000,인천광역시,연수구,0,0,4,5,2777,2800,2410,2700,176,10.1,2900,19239,19239,2777
2019-12-31,2818500000,인천광역시,연수구,0,0,4,6,3022,3000,2771,3000,191.5,13.8,3200,24101,24101,3022
2019-12-31,2818500000,인천광역시,연수구,0,0,4,7,3378,3400,2971,3300,214.1,12.6,3600,19681,19681,3378
2019-12-31,2818500000,인천광역시,연수구,0,0,4,8,3915,3900,3185,3700,248.1,10.9,4400,14721,14721,3915
2019-12-31,2818500000,인천광역시,연수구,0,0,4,9,5029,5000,4265,4700,318.7,13.4,5700,14042,14042,5029
2019-12-31,2818500000,인천광역시,연수구,0,0,4,10,7472,5700,6374,5700,473.4,13.3,99900,9385,9385,7472
2019-12-31,2818500000,인천광역시,연수구,0,15,0,0,2228,2100,2221,2100,124.8,100,13000,7778,13923,1245
2019-12-31,2818500000,인천광역시,연수구,0,15,0,1,1785,1800,1770,0,100,2.3,1900,222,6367,62
2019-12-31,2818500000,인천광역시,연수구,0,15,0,2,2095,2100,2089,2100,117.4,34.5,2100,2853,2853,2095
2019-12-31,2818500000,인천광역시,연수구,0,15,0,3,2224,2200,2218,2200,124.6,50.5,2400,3933,3933,2224
2019-12-31,2818500000,인천광역시,연수구,0,15,0,4,2562,2600,2557,2600,143.5,5.9,2700,401,401,2562
2019-12-31,2818500000,인천광역시,연수구,0,15,0,5,2774,2800,2766,2800,155.4,3.3,2900,207,207,2774
2019-12-31,2818500000,인천광역시,연수구,0,15,0,6,3010,3000,2982,3000,168.6,0.9,3200,52,52,3010
2019-12-31,2818500000,인천광역시,연수구,0,15,0,7,3355,3300,3329,3300,188,0.9,3600,44,44,3355
2019-12-31,2818500000,인천광역시,연수구,0,15,0,8,3968,3950,3968,3950,222.3,0.8,4400,34,34,3968
2019-12-31,2818500000,인천광역시,연수구,0,15,0,9,4918,4700,4899,4700,275.6,0.8,5700,28,28,4918
2019-12-31,2818500000,인천광역시,연수구,0,15,0,10,,,,,,,,4,4,
2019-12-31,2818500000,인천광역시,연수구,0,15,1,0,,,,,,,,1,1,
2019-12-31,2818500000,인천광역시,연수구,0,15,1,5,,,,,,,,1,1,
2019-12-31,2818500000,인천광역시,연수구,0,15,2,0,,,,,,,,4,4,
2019-12-31,2818500000,인천광역시,연수구,0,15,2,5,,,,,,,,1,1,
2019-12-31,2818500000,인천광역시,연수구,0,15,2,8,,,,,,,,1,1,
2019-12-31,2818500000,인천광역시,연수구,0,15,2,9,,,,,,,,2,2,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,0,2378,2300,2283,2165,143.5,100,4600,58,58,2378
2019-12-31,2818500000,인천광역시,연수구,0,15,3,1,1657,1600,1652,1600,100,20.2,1800,14,14,1657
2019-12-31,2818500000,인천광역시,연수구,0,15,3,2,,,,,,,,9,9,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,3,2292,2300,2113,2200,138.3,26,2400,13,13,2292
2019-12-31,2818500000,인천광역시,연수구,0,15,3,4,,,,,,,,5,5,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,5,,,,,,,,8,8,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,6,,,,,,,,3,3,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,7,,,,,,,,2,2,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,8,,,,,,,,2,2,
2019-12-31,2818500000,인천광역시,연수구,0,15,3,9,,,,,,,,2,2,
2019-12-31,2818500000,인천광역시,연수구,0,15,4,0,2226,2100,2220,2100,124.1,100,13000,7715,13860,1239
2019-12-31,2818500000,인천광역시,연수구,0,15,4,1,1793,1800,1778,0,100,2.2,1900,208,6353,59
2019-12-31,2818500000,인천광역시,연수구,0,15,4,2,2095,2100,2090,2100,116.8,34.7,2100,2844,2844,2095
2019-12-31,2818500000,인천광역시,연수구,0,15,4,3,2224,2200,2218,2200,124,50.8,2400,3920,3920,2224
2019-12-31,2818500000,인천광역시,연수구,0,15,4,4,2562,2600,2558,2600,142.9,5.9,2700,396,396,2562
2019-12-31,2818500000,인천광역시,연수구,0,15,4,5,2775,2800,2773,2800,154.8,3.2,2900,197,197,2775
2019-12-31,2818500000,인천광역시,연수구,0,15,4,6,3006,3000,2977,3000,167.6,0.9,3200,49,49,3006
2019-12-31,2818500000,인천광역시,연수구,0,15,4,7,3355,3300,3355,3300,187.1,0.8,3600,42,42,3355
2019-12-31,2818500000,인천광역시,연수구,0,15,4,8,3987,4000,3987,4000,222.3,0.7,4400,31,31,3987
2019-12-31,2818500000,인천광역시,연수구,0,15,4,9,4896,4700,4879,4700,273,0.7,5700,24,24,4896
2019-12-31,2818500000,인천광역시,연수구,0,15,4,10,,,,,,,,4,4,
2019-12-31,2818500000,인천광역시,연수구,0,20,0,0,2721,2300,2527,2200,160.1,100,99900,49778,49819,2719
2019-12-31,2818500000,인천광역시,연수구,0,20,0,1,1700,1800,1504,1600,100,1.9,1900,1536,1577,1656
2019-12-31,2818500000,인천광역시,연수구,0,20,0,2,2072,2100,1964,2100,121.8,14.2,2100,9315,9315,2072
2019-12-31,2818500000,인천광역시,연수구,0,20,0,3,2237,2200,2141,2200,131.6,31.2,2400,18915,18915,2237
2019-12-31,2818500000,인천광역시,연수구,0,20,0,4,2530,2500,2317,2500,148.8,9.3,2700,4956,4956,2530
2019-12-31,2818500000,인천광역시,연수구,0,20,0,5,2771,2800,2476,2700,163,6,2900,2915,2915,2771
2019-12-31,2818500000,인천광역시,연수구,0,20,0,6,3025,3000,2666,2917,177.9,5.4,3200,2436,2436,3025
2019-12-31,2818500000,인천광역시,연수구,0,20,0,7,3375,3400,2997,3300,198.5,6.2,3600,2502,2502,3375
2019-12-31,2818500000,인천광역시,연수구,0,20,0,8,3952,3900,3582,3800,232.5,8.5,4400,2910,2910,3952
2019-12-31,2818500000,인천광역시,연수구,0,20,0,9,5066,5000,4702,4900,298,11,5700,2952,2952,5066
2019-12-31,2818500000,인천광역시,연수구,0,20,0,10,6235,5700,5727,5700,366.7,6.2,99900,1341,1341,6235
2019-12-31,2818500000,인천광역시,연수구,0,20,1,0,3695,3100,2894,2900,215.5,100,25100,875,875,3695
2019-12-31,2818500000,인천광역시,연수구,0,20,1,1,,,,,,,,7,7,
2019-12-31,2818500000,인천광역시,연수구,0,20,1,2,2005,2000,1434,1645,117,1.2,2100,20,20,2005
2019-12-31,2818500000,인천광역시,연수구,0,20,1,3,2250,2200,1358,1750,131.3,3.5,2400,50,50,2250
2019-12-31,2818500000,인천광역시,연수구,0,20,1,4,2544,2600,1848,2120,148.4,4.6,2700,59,59,2544
2019-12-31,2818500000,인천광역시,연수구,0,20,1,5,2812,2800,2223,2497,164,10.1,2900,116,116,2812
2019-12-31,2818500000,인천광역시,연수구,0,20,1,6,3001,3000,2409,2900,175,17.9,3200,193,193,3001
2019-12-31,2818500000,인천광역시,연수구,0,20,1,7,3391,3400,2710,3250,197.8,12.7,3600,121,121,3391
2019-12-31,2818500000,인천광역시,연수구,0,20,1,8,3897,3800,2902,3452,227.3,15.2,4400,126,126,3897
2019-12-31,2818500000,인천광역시,연수구,0,20,1,9,5120,5100,4576,4900,298.6,15.4,5700,97,97,5120
2019-12-31,2818500000,인천광역시,연수구,0,20,1,10,7151,6100,5317,5700,417.2,19,25100,86,86,7151
2019-12-31,2818500000,인천광역시,연수구,0,20,2,0,4124,4000,3579,3500,262.8,100,26000,1608,1608,4124
